timestamp,ear,blink_count,eye_closure_duration,phone_detected,distraction_duration,risk_score
1771080917.2795844,0.26382126314153065,0,0,0,0,0.0
1771080917.6211948,0.2715805671647782,0,0,0,0,0.0
1771080917.7440748,0.22551252888275475,0,0,0,0,0.0
1771080917.863563,0.27299815688893814,0,0,0,0,0.0
1771080917.981645,0.27710153105936774,0,0,0,0,0.0
1771080918.1032524,0.287607528292699,0,0,0,0,0.0
1771080918.2198055,0.3171919615552682,0,0,0,0,0.0
1771080918.33601,0.28793317938305646,0,0,0,0,0.0
1771080918.4542384,0.29466741746569813,0,0,0,0,0.0
1771080918.5748744,0.26540631982630064,0,0,0,0,0.0
1771080918.6952705,0.24535780655513117,0,0,0,0,0.0
1771080918.8176067,0.24636824283096392,0,0,0,0,0.0
1771080918.936739,0.266900209909549,0,0,0,0,0.0
1771080919.059166,0.30983368754204,0,0,0,0,0.0
1771080919.1784227,0.2945350677569659,0,0,0,0,0.0
1771080919.3048644,0.30114263100996197,0,0,0,0,0.0
1771080919.4221394,0.3094948088154922,0,0,0,0,0.0
1771080919.5429502,0.3053551084534484,0,0,0,0,0.0
1771080919.6619122,0.2985369454974721,0,0,0,0,0.0
1771080919.7771335,0.28819006309206274,0,0,0,0,0.0
1771080919.8947446,0.2935979111589713,0,0,0,0,0.0
1771080920.0132656,0.2847360627502928,0,0,0,0,0.0
1771080920.130672,0.2933510334622743,0,0,0,0,0.0
1771080920.2494187,0.2976016456321872,0,0,0,0,0.0
1771080920.3681777,0.2868707910109961,0,0,0,0,0.0
1771080920.4856431,0.29284188166038455,0,0,0,0,0.0
1771080920.6036923,0.2773129039889603,0,0,0,0,0.0
1771080920.7200797,0.25815471752693353,0,0,0,0,0.0
1771080920.8367784,0.29321327171000705,0,0,0,0,0.0
1771080920.955815,0.31526373205835156,0,0,0,0,0.0
1771080921.077845,0.3063980136791103,0,0,0,0,0.0
1771080921.196,0.25962318016266717,0,0,0,0,0.0
1771081201.1493855,0.34347650531283225,0,0,0,0,0.0
1771081201.4774094,0.3136026588449834,0,0,0,0,0.0
1771081201.6048346,0.28794722587191635,0,0,0,0,0.0
1771081201.7267032,0.3479307688334374,0,0,0,0,0.0
1771081201.8439584,0.29736476653995564,0,0,0,0,0.0
1771081201.9629765,0.3142527673118809,0,0,0,0,0.0
1771081202.0854726,0.32169958611946126,0,0,0,0,0.0
1771081202.2067535,0.31380280765891916,0,0,0,0,0.0
1771081202.330899,0.31212479898418877,0,0,0,0,0.0
1771081202.457516,0.2985382394686388,0,0,0,0,0.0
1771081202.5816562,0.2883834652537517,0,0,0,0,0.0
1771081202.7062902,0.2628211606307763,0,0,0,0,0.0
1771081202.8288414,0.1955221556599574,0,0.0,0,0,100.0
1771081202.9513993,0.23395162404202025,0,0,0,0,0.0
1771081203.074513,0.268524153740453,0,0,0,0,0.0
1771081203.1971233,0.2792985732432339,0,0,0,0,0.0
1771081203.3421266,0.2549116851982902,0,0,0,0,0.0
1771081203.480583,0.2659222429998831,0,0,0,0,0.0
1771081203.6188688,0.261395790538019,0,0,0,0,0.0
1771081203.7609653,0.22581976073792254,0,0,0,0,0.0
1771081203.885123,0.28289202376247685,0,0,0,0,0.0
1771081204.0081244,0.24676758718121294,0,0,0,0,0.0
1771081204.1298668,0.23411890322184165,0,0,0,0,0.0
1771081204.2573104,0.2730742796188372,0,0,0,0,0.0
1771081204.3796732,0.236798205420431,0,0,0,0,0.0
1771081204.5003796,0.23456172875473602,0,0,0,0,0.0
1771081204.6273346,0.27411312000475574,0,0,0,0,0.0
1771081204.7488499,0.26900731373015657,0,0,0,0,0.0
1771081204.869545,0.2695216786660756,0,0,0,0,0.0
1771081204.9911811,0.2446843079066479,0,0,0,0,0.0
1771081205.1135201,0.271370087618194,0,0,0,0,0.0
1771081205.2378592,0.25640802527141626,0,0,0,0,0.0
1771081205.3635375,0.23388133501940073,0,0,0,0,0.0
1771081205.4866507,0.2836033970560523,0,0,0,0,0.0
1771081205.6105587,0.22690314496029973,0,0,0,0,0.0
1771081205.7341218,0.27288638504161933,0,0,0,0,0.0
1771081205.8581123,0.26579219905169393,0,0,0,0,0.0
1771081205.983148,0.2571740118876127,0,0,0,0,0.0
1771081206.113061,0.2822806116093121,0,0,0,0,0.0
1771081206.238763,0.2681628510301691,0,0,0,0,0.0
1771081206.3576992,0.26304328616994166,0,0,0,0,0.0
1771081206.4909315,0.27137786121351315,0,0,0,0,0.0
1771081206.6149607,0.2693724935221693,0,0,0,0,0.0
1771081206.7404637,0.282613434575783,0,0,0,0,0.0
1771081206.866467,0.27900986105062053,0,0,0,0,0.0
1771081206.9909751,0.27983577339696214,0,0,0,0,0.0
1771081207.1237817,0.23891500762755835,0,0,0,0,0.0
1771081207.2461526,0.2628905397078777,0,0,0,0,0.0
1771081207.3641531,0.28652757260139927,0,0,0,0,0.0
1771081207.4858146,0.2709379046461061,0,0,0,0,0.0
1771081207.6040883,0.2896620776112685,0,0,0,0,0.0
1771081207.7244737,0.2542688204404461,0,0,0,0,0.0
1771081207.850301,0.269896749617793,0,0,0,0,0.0
1771081207.9792047,0.2806232119652161,0,0,0,0,0.0
1771081208.1077516,0.2767683447634318,0,0,0,0,0.0
1771081208.2390783,0.2964326306389353,0,0,0,0,0.0
1771081208.3682723,0.2757457336255308,0,0,0,0,0.0
1771081208.5032444,0.28476945356628586,0,0,0,0,0.0
1771081208.6276567,0.2832701758142947,0,0,0,0,0.0
1771081208.749693,0.2806232119652161,0,0,0,0,0.0
1771081208.8727543,0.27051033863620827,0,0,0,0,0.0
1771081208.9966645,0.27586192842182866,0,0,0,0,0.0
1771081209.122041,0.2874205613240797,0,0,0,0,0.0
1771081209.2413826,0.27392826674155274,0,0,0,0,0.0
1771081209.3623981,0.29587625337866186,0,0,0,0,0.0
1771081209.4860198,0.29072096577884854,0,0,0,0,0.0
1771081209.6063316,0.2681905125984212,0,0,0,0,0.0
1771081209.7269146,0.2961675838564404,0,0,0,0,0.0
1771081209.8538446,0.3077065520992869,0,0,0,0,0.0
1771081209.991916,0.3026310070677474,0,0,0,0,0.0
1771081210.1169975,0.26963733708743765,0,0,0,0,0.0
1771081210.261836,0.29769584669802174,0,0,0,0,0.0
1771081210.3982635,0.2752046348125457,0,0,0,0,0.0
1771081210.521363,0.28492505723024225,0,0,0,0,0.0
1771081210.6477237,0.2742940046129885,0,0,0,0,0.0
1771081210.7938242,0.29530105264407225,0,0,0,0,0.0
1771081210.9422047,0.2849498290778372,0,0,0,0,0.0
1771081211.0720906,0.26451913186245263,0,0,0,0,0.0
1771081211.2268298,0.28995475640120527,0,0,0,0,0.0
1771081211.3586712,0.24312497449931542,0,0,0,0,0.0
1771081211.5076604,0.25835154404835736,0,0,0,0,0.0
1771081211.6360621,0.2742940046129885,0,0,0,0,0.0
1771081211.7579358,0.2845894527292028,0,0,0,0,0.0
1771081211.8831952,0.27934045450907785,0,0,0,0,0.0
1771081212.0051715,0.2892542444527863,0,0,0,0,0.0
1771081212.1303747,0.29266775377965426,0,0,0,0,0.0
1771081212.2738569,0.28470739840795833,0,0,0,0,0.0
1771081212.4048393,0.2905588766833606,0,0,0,0,0.0
1771081212.5256999,0.27909803752770795,0,0,0,0,0.0
1771081212.6472733,0.3175841992372458,0,0,0,0,0.0
1771081212.793062,0.28822778347386546,0,0,0,0,0.0
1771081212.93812,0.28260571729425643,0,0,1,0.0,0.0
1771081213.0593073,0.29661114924676313,0,0,0,0,0.0
1771081213.1829531,0.31678109244601815,0,0,0,0,0.0
1771081213.3205032,0.31173215486458283,0,0,0,0,0.0
1771081213.4729433,0.2718623164604231,0,0,0,0,0.0
1771081213.5982647,0.319309280694857,0,0,0,0,0.0
1771081213.7157419,0.303576854241251,0,0,0,0,0.0
1771081213.8390706,0.3219024867361181,0,0,0,0,0.0
1771081213.9621148,0.29593879998968886,0,0,0,0,0.0
1771081214.0827956,0.2994983911442529,0,0,0,0,0.0
1771081214.231916,0.2875840219768978,0,0,0,0,0.0
1771081214.3732135,0.2802582178223806,0,0,0,0,0.0
1771081214.4934163,0.25446191356511133,0,0,0,0,0.0
1771081214.6142604,0.3004390598997664,0,0,0,0,0.0
1771081214.7429364,0.2708148821334775,0,0,0,0,0.0
1771081214.8706722,0.2811247311789441,0,0,0,0,0.0
1771081214.991125,0.2755539008798018,0,0,0,0,0.0
1771081215.112424,0.31604804145557097,0,0,0,0,0.0
1771081215.2370403,0.3193248795747707,0,0,0,0,0.0
1771081215.3608325,0.2991595209559773,0,0,0,0,0.0
1771081215.4861429,0.31995022079134594,0,0,0,0,0.0
1771081215.609772,0.29953103812577675,0,0,0,0,0.0
1771081215.7371576,0.32309511625679127,0,0,0,0,0.0
